age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Target
53,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,15024,0,35,United-States,1
27,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
28,Self-emp-inc,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1
32,Private,11th,7,Divorced,Sales,Not-in-family,White,Male,0,0,43,United-States,1
35,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,1980,65,United-States,0
36,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,1
19,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
37,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,80,United-States,1
49,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,3325,0,45,United-States,0
20,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,45,United-States,0
64,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,1
60,?,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
32,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,0
58,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
42,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
20,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,14,United-States,0
42,State-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,0
25,Private,Some-college,10,Married-spouse-absent,Prof-specialty,Unmarried,Black,Male,0,0,40,United-States,0
30,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,65,United-States,1
37,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,1
66,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
59,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,England,1
44,Private,Bachelors,13,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,China,0
46,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,58,United-States,1
59,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,2885,0,30,United-States,0
25,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,1340,40,United-States,0
17,Local-gov,9th,5,Never-married,Other-service,Own-child,Black,Male,0,0,9,United-States,0
47,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
47,State-gov,9th,5,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
30,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
20,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Female,0,0,40,United-States,0
26,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,2339,55,United-States,0
20,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,15,United-States,0
33,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Male,0,0,40,United-States,0
48,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
52,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States,1
37,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,12,United-States,0
47,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,0
40,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
48,Private,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,1
49,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,42,United-States,1
50,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
30,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
34,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
43,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
22,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,0
35,Private,HS-grad,9,Separated,Other-service,Not-in-family,Black,Male,0,0,40,United-States,0
26,State-gov,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,30,United-States,0
62,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1628,70,United-States,0
39,Local-gov,HS-grad,9,Separated,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,0
59,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
69,?,5th-6th,3,Divorced,?,Not-in-family,White,Male,0,0,40,United-States,0
27,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
17,Private,10th,6,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,0
38,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
41,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,50,United-States,1
27,Private,10th,6,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,0
23,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
17,Private,10th,6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,24,United-States,0
56,Private,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
24,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
62,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,?,1
44,Private,12th,8,Divorced,Transport-moving,Unmarried,Black,Male,0,0,40,United-States,0
23,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,0
41,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,?,0
25,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,65,United-States,0
21,Private,Some-college,10,Never-married,Other-service,Other-relative,Black,Female,0,0,8,United-States,0
18,Private,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,6,United-States,0
45,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
75,?,Bachelors,13,Widowed,?,Not-in-family,White,Female,25124,0,16,United-States,1
51,Private,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
42,Federal-gov,HS-grad,9,Separated,Other-service,Other-relative,Black,Female,0,0,40,United-States,0
47,Private,Some-college,10,Never-married,Other-service,Not-in-family,Black,Female,0,0,35,Outlying-US(Guam-USVI-etc),0
29,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
33,Private,11th,7,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,0
43,Local-gov,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
20,?,Some-college,10,Never-married,?,Own-child,White,Male,0,0,16,United-States,0
19,?,Bachelors,13,Never-married,?,Own-child,Black,Female,0,0,40,Jamaica,0
44,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,40,United-States,1
24,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,0
19,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
49,?,10th,6,Separated,?,Own-child,White,Male,2176,0,40,United-States,0
52,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
38,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,52,United-States,0
24,State-gov,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,United-States,0
32,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,0
72,?,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,8,United-States,0
26,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
31,Private,Bachelors,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,40,?,0
29,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
39,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,10520,0,40,United-States,1
48,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0
40,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,1
51,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,45,Scotland,0
28,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
22,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,20,United-States,0
23,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
65,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,16,United-States,0
26,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
20,?,Some-college,10,Never-married,?,Own-child,White,Male,1055,0,50,United-States,0
55,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,?,1
38,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,10,United-States,0
33,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,1
33,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,United-States,0
37,Private,Bachelors,13,Never-married,Sales,Not-in-family,Black,Female,0,0,40,United-States,0
19,Private,11th,7,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,60,United-States,0
24,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,0
30,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
57,State-gov,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,0
22,State-gov,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,0
57,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,1
46,State-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0
67,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,35,United-States,0
35,?,HS-grad,9,Never-married,?,Unmarried,Black,Female,0,0,40,United-States,0
47,Private,HS-grad,9,Separated,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
39,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
50,Private,Some-college,10,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Male,0,0,40,Philippines,0
58,Self-emp-not-inc,12th,8,Divorced,Sales,Not-in-family,White,Female,0,0,52,United-States,0
36,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,30,United-States,1
45,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36,England,1
54,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
26,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,0
60,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
46,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States,1
26,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,United-States,0
32,Private,11th,7,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,0
38,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
48,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,1
44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,1
37,Private,HS-grad,9,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,0
44,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
31,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Other,Female,0,0,35,United-States,0
61,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,1
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
52,Private,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,15024,0,60,United-States,1
45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,1740,40,United-States,0
36,?,Assoc-acdm,12,Married-civ-spouse,?,Wife,Black,Female,0,0,21,Haiti,0
39,Private,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,2407,0,70,Mexico,0
67,Local-gov,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,24,United-States,0
40,State-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
27,Private,5th-6th,3,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,35,Mexico,0
37,Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,0
57,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1
27,Private,10th,6,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
28,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,2202,0,48,United-States,0
34,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
54,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5178,0,50,United-States,1
52,Private,HS-grad,9,Divorced,Other-service,Other-relative,Black,Female,0,0,38,United-States,0
42,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1
48,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,1
65,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,6514,0,35,United-States,1
55,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,10,United-States,0
71,Self-emp-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,1
33,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,0
30,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0
35,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,1
59,Private,10th,6,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,0
19,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,0
36,Self-emp-not-inc,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,0
26,Self-emp-not-inc,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0
34,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,1
44,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,Italy,1
26,?,HS-grad,9,Separated,?,Unmarried,White,Female,0,0,40,United-States,0
47,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,0
18,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,16,United-States,0
55,Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,18,United-States,0
49,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2002,40,United-States,0
44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
43,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
62,Private,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Cuba,0
44,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,0
39,?,HS-grad,9,Divorced,?,Unmarried,White,Female,0,0,40,United-States,0
50,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1
35,Private,11th,7,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,0
52,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
46,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
44,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States,1
43,Private,Some-college,10,Never-married,Exec-managerial,Unmarried,White,Male,0,0,50,United-States,0
51,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,2961,0,40,United-States,0
20,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,0
47,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Italy,1
43,Private,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,0,0,50,United-States,0
64,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,?,1
24,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
27,Federal-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
32,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
37,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,12,United-States,0
26,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,0
43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,60,United-States,1
50,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,0
20,Self-emp-not-inc,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,80,United-States,0
37,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,45,United-States,1
43,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,45,United-States,0
37,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,1
53,Private,9th,5,Divorced,Other-service,Not-in-family,White,Female,0,0,36,Canada,0
44,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1
25,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
17,Private,11th,7,Never-married,Adm-clerical,Own-child,White,Female,1055,0,20,United-States,0
19,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,50,United-States,0
53,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,40,United-States,1
44,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
51,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,1902,40,United-States,1
49,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,43,United-States,0
35,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
44,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,0
54,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,0
37,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,35,United-States,0
18,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,0
24,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
29,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,50,United-States,0
22,?,Some-college,10,Divorced,?,Not-in-family,White,Female,0,0,35,United-States,0
35,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
56,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,1
32,?,7th-8th,4,Widowed,?,Not-in-family,White,Female,0,0,40,United-States,0
24,Private,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,0,45,China,0
43,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States,1
73,Private,HS-grad,9,Widowed,Sales,Other-relative,White,Female,0,0,15,United-States,0
47,Federal-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,?,0
49,Private,12th,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,39,United-States,0
38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
31,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,0
39,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,0
42,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
41,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,45,China,1
35,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1
38,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,0
31,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
51,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,70,United-States,0
38,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,0,0,48,United-States,1
40,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,1
21,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,0
44,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
55,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
29,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,0
49,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,1
31,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,42,United-States,0
24,Private,Masters,14,Never-married,Exec-managerial,Own-child,White,Male,6849,0,90,United-States,0
46,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,0
26,Private,HS-grad,9,Never-married,Sales,Not-in-family,Black,Male,0,0,40,United-States,0
35,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,38,United-States,0
27,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,0
64,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,35,United-States,1
26,Private,Bachelors,13,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,0
21,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,1719,16,United-States,0
45,Private,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0,0,45,?,1
57,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,72,United-States,0
30,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1
45,Private,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,0,0,32,United-States,0
50,Private,7th-8th,4,Divorced,Craft-repair,Not-in-family,White,Female,0,0,30,United-States,0
38,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
43,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0
42,Private,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,0
32,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,0
20,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
27,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,0
45,Private,11th,7,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
40,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
38,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,0
37,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
60,Private,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
53,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,45,United-States,1
25,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Own-child,White,Female,0,0,40,United-States,0
47,Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,60,Japan,0
40,Self-emp-not-inc,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,70,United-States,0
51,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States,0
42,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,1
65,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
41,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
28,Private,10th,6,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,45,United-States,0
46,Private,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,27828,0,50,United-States,1
49,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,99999,0,20,United-States,1
24,Private,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,0
32,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
